strongs,translit,bucket,final_gloss,final_source,review_flag,definition_es,dominant_gloss_share,occurrences,pct_running_tokens,tbesh_gloss,proposed_gloss,proposed_source,held_reason,rvr1960_db_form
H177,u.el,proper-noun,Uel,defEs-name,,"Uel, un israelita",1.000,1,0.0003,Uel,Uel,tbesh-en-placeholder,,Uel
H178,ov,judgment,evocador de espíritus,tbesh-head-es,,de la misma raíz que H1 (אָב) (al parecer por la idea de balbucear el nombre de…,0.706,17,0.0056,medium,,,no dominant sense (top 0.71),
H179,o.vil,proper-noun,Obil,defEs-name,,"Obil, un ismaelita",1.000,1,0.0003,Obil,Obil,tbesh-en-placeholder,,Obil
H180,u.val,mechanical,río,tbesh-map,,un arroyo (corriente),1.000,3,0.0010,river,río,tbesh-map,,
H181,ud,mechanical,tizón,definition_es-head,,un tizón (para atizar o juntar las brasas),1.000,3,0.0010,firebrand,tizón,definition_es-head,,
H182,o.dah,mechanical,ocasiones,definition_es-head,,"ocasiones (es decir, motivos); (adverbio) a causa de",1.000,11,0.0036,because,ocasiones,definition_es-head,,
H183,a.vah,judgment,"desear, anhelar",definition_es-head,,"desear, anhelar",0.577,26,0.0085,to desire,,,no dominant sense (top 0.58),
H184,a.vah,mechanical,extender o delimitar,definition_es-head,,extender o delimitar,1.000,1,0.0003,to mark,extender o delimitar,definition_es-head,,
H185,av.vah,mechanical,"anhelo, deseo",definition_es-head,,"anhelo, deseo",0.857,7,0.0023,desire,"anhelo, deseo",definition_es-head,,
H186,u.zay,proper-noun,Uzai,defEs-name,,"Uzai, un israelita",1.000,1,0.0003,Uzai,Uzai,tbesh-en-placeholder,,Uzai
H187,u.zal,proper-noun,Uzal,defEs-name,,"Uzal, un hijo de Joctán",1.000,3,0.0010,Uzal,Uzal,tbesh-en-placeholder,,Uzal
H188,oy,mechanical,lamentación,definition_es-head,,lamentación; también interjección ¡Ay!,1.000,24,0.0079,woe!,lamentación,definition_es-head,,
H189,e.vi,proper-noun,Evi,defEs-name,,"Evi, un jefe madianita",1.000,2,0.0007,Evi,Evi,tbesh-en-placeholder,,Evi
H190,o.yah,mechanical,lamentación,definition_es-head,,lamentación; también interjectivamente ¡Oh!,1.000,1,0.0003,woe!,lamentación,definition_es-head,,
H191,e.vil,mechanical,"necio, insensato",definition_es-head,,"(figurativamente) necio, insensato",1.000,26,0.0085,fool(ish),"necio, insensato",definition_es-head,,
H192,e.vil me.ro.dakh,proper-noun,Evil-merodac,defEs-name,,"Evil-merodac, un rey babilonio",0.500,4,0.0013,Evil-merodach,Evil-merodach,tbesh-en-placeholder,,Evil-merodac
H193,ul,mechanical,fuerza,tbesh-map,,el cuerpo (como enrollado); también poderoso,1.000,1,0.0003,strength,fuerza,tbesh-map,,
H194,u.lay,mechanical,si no,definition_es-head,,"si no; de ahí, quizás",1.000,45,0.0148,perhaps,si no,definition_es-head,,
H195,u.lay,proper-noun,el Ulai,defEs-name,,"el Ulai (Eulaeus), un río de Persia",1.000,2,0.0007,Ulai,Ulai,tbesh-en-placeholder,,Ulai
H196,e.vi.li,mechanical,necio,tbesh-map,,"necio, tonto; de ahí (moralmente) impío",1.000,1,0.0003,foolish,necio,tbesh-map,,
H197,u.lam,mechanical,vestíbulo,definition_es-head,,un vestíbulo (como unido al edificio),1.000,34,0.0111,Portico,vestíbulo,definition_es-head,,
H198,u.lam,proper-noun,Ulam,defEs-name,,"Ulam, nombre de dos israelitas",1.000,4,0.0013,Ulam,Ulam,tbesh-en-placeholder,,Ulam
H199,u.lam,mechanical,sin embargo,definition_es-head,,"sin embargo, o por el contrario, mas",1.000,19,0.0062,but,sin embargo,definition_es-head,,
H200,iv.ve.let,judgment,"necedad, insensatez",definition_es-head,,"necedad, insensatez",0.720,25,0.0082,folly,,,no dominant sense (top 0.72),
H201,o.mar,proper-noun,Omar,defEs-name,,"Omar, un nieto de Esaú",1.000,3,0.0010,Omar,Omar,tbesh-en-placeholder,,Omar
H202,on,judgment,"habilidad, fuerza",definition_es-head,,"habilidad, fuerza, vigor, (figurativamente) riqueza",0.385,13,0.0043,strength,,,no dominant sense (top 0.38),
H203,on,proper-noun,On,defEs-name,,"On, un israelita",1.000,1,0.0003,On,On,tbesh-en-placeholder,,
H204,on,proper-noun,On,defEs-name,,"On, una ciudad de Egipto",1.000,4,0.0013,On,On,tbesh-en-placeholder,,
H205,a.ven,judgment,iniquidad / maldad / vanidad,hand-fix,,"estrictamente, nada; también aflicción, vanidad, maldad; específicamente, un íd…",0.844,77,0.0252,evil,,,no dominant sense (top 0.84),
H206,a.ven,proper-noun,Avén,defEs-name,,"Avén, sinónimo despectivo de tres lugares: uno en Celesiria, uno en Egipto (On)…",0.500,2,0.0007,(Valley of) Aven,(Valley of) Aven,tbesh-en-placeholder,,Avén
H207,o.no,proper-noun,Ono,defEs-name,,"Ono, un lugar en Palestina",1.000,5,0.0016,Ono,Ono,tbesh-en-placeholder,,Ono
H208,o.nam,proper-noun,Onam,defEs-name,,"Onam, nombre de un edomita y de un israelita",1.000,4,0.0013,Onam,Onam,tbesh-en-placeholder,,Onam
H209,o.nan,proper-noun,Onán,defEs-name,,"Onán, un hijo de Judá",1.000,8,0.0026,Onan,Onan,tbesh-en-placeholder,,Onán
H210,u.phaz,proper-noun,Ufaz,defEs-name,,"Ufaz, una región famosa por su oro",1.000,2,0.0007,Uphaz,Uphaz,tbesh-en-placeholder,,Ufaz
H211,o.phir,proper-noun,Ofir,defEs-name,,"Ofir, el nombre de un hijo de Joctán, y de una región aurífera en el oriente",0.692,13,0.0043,Ophir,Ophir,tbesh-en-placeholder,,Ofir
H212,o.phan,mechanical,rueda,definition_es-head,,una rueda,1.000,35,0.0115,wheel,rueda,definition_es-head,,
H213,uts,judgment,"apremiar, urgir",definition_es-head,,"apremiar, urgir; (por implicación) estar cerca, apresurarse, retirarse, darse p…",0.200,10,0.0033,to hasten,,,no dominant sense (top 0.20),
H214,o.tsar,judgment,depósito,definition_es-head,,un depósito; tesoro / almacén,0.316,79,0.0259,treasure,,,no dominant sense (top 0.32),
H215,or,judgment,ser luminoso,definition_es-head,,"ser (causativo, hacer) luminoso (literal y metafóricamente)",0.233,43,0.0141,to light,,,no dominant sense (top 0.23),
H216,or,mechanical,luz,tbesh-map,,"iluminación o (concreto) luminaria (en todo sentido, incluido el relámpago, la…",0.983,121,0.0397,light,luz,tbesh-map,,
H217,ur,judgment,llama,definition_es-head,,llama; de ahí (en plural) el Oriente (por ser la región de la luz),0.667,6,0.0020,flame,,,no dominant sense (top 0.67),
H218,ur,proper-noun,Ur,defEs-name,,"Ur, un lugar en Caldea; también un israelita",1.000,5,0.0016,Ur,Ur,tbesh-en-placeholder,,
H219,o.rah,judgment,luminosidad,definition_es-head,,"luminosidad, es decir (figurativamente) prosperidad; también una planta (por se…",0.750,4,0.0013,light,,,no dominant sense (top 0.75),
H220,a.ve.rah,mechanical,establo,definition_es-head,,un establo,1.000,1,0.0003,stall,establo,definition_es-head,,
H221,u.ri,proper-noun,Uri,defEs-name,,"Uri, el nombre de tres israelitas",1.000,8,0.0026,Uri,Uri,tbesh-en-placeholder,,Uri
H222,u.ri.el,proper-noun,Uriel,defEs-name,,"Uriel, nombre de dos israelitas",1.000,4,0.0013,Uriel,Uriel,tbesh-en-placeholder,,Uriel
H223,u.riy.yah,proper-noun,Urías,defEs-name,,"Urías, el nombre de un heteo y cinco israelitas",1.000,39,0.0128,Uriah,Uriah,tbesh-en-placeholder,,Urías
H224,u.rim,proper-noun,Urim,defEs-name,,"Urim, el resplandor oracular de las figuras en el pectoral del sumo sacerdote",1.000,7,0.0023,Urim,Urim,tbesh-en-placeholder,,Urim
H225,ut,judgment,consentir,tbesh-head-es,,"raíz primitiva; propiamente, venir, es decir (implícito) consentir (acceder)",0.500,4,0.0013,to consent,,,no dominant sense (top 0.50),
H226,ot,judgment,señal,tbesh-head-es,low-confidence,"una señal (literal o figurada), como bandera, faro, monumento, presagio, prodig…",1.000,79,0.0259,sign,,,definition_es not condensable to a terse gloss,
H227,az,mechanical,en ese tiempo o lugar,definition_es-head,,"en ese tiempo o lugar; también como conjunción, por tanto, entonces",1.000,141,0.0462,then,en ese tiempo o lugar,definition_es-head,,
H228,a.za,mechanical,encender,definition_es-head,,(arameo) encender; (por implicación) calentar,1.000,3,0.0010,to heat,encender,definition_es-head,,
H229,ez.bay,proper-noun,Ezbai,defEs-name,,"Ezbai, un israelita",1.000,1,0.0003,Ezbai,Ezbai,tbesh-en-placeholder,,Ezbai
H230,a.zad,mechanical,firme,definition_es-head,,(arameo) firme,1.000,2,0.0007,gone,firme,definition_es-head,,
H231,e.zov,mechanical,hisopo,definition_es-head,,hisopo,1.000,10,0.0033,hyssop,hisopo,definition_es-head,,
H232,e.zor,judgment,algo ceñido,definition_es-head,,"algo ceñido; un cinturón, también una faja, cinto",0.714,14,0.0046,girdle,,,no dominant sense (top 0.71),
H233,a.zay,mechanical,en aquel tiempo,definition_es-head,,en aquel tiempo (entonces),1.000,3,0.0010,in that case,en aquel tiempo,definition_es-head,,
H234,az.ka.rah,mechanical,recordatorio,definition_es-head,,un recordatorio; específicamente ofrenda memorial,0.857,7,0.0023,memorial,recordatorio,definition_es-head,,
H235,a.zal,judgment,irse,definition_es-head,,"irse, de ahí, desaparecer",0.400,5,0.0016,be gone,,,no dominant sense (top 0.40),
H236,a.zal,mechanical,partir,definition_es-head,,(arameo) partir,0.857,7,0.0023,to go,partir,definition_es-head,,
H237,e.zel,proper-noun,Ezel,defEs-name,,"Ezel, una piedra conmemorativa en Palestina",1.000,1,0.0003,Ezel,Ezel,tbesh-en-placeholder,,Ezel
H238,a.zan,judgment,ahuecar el oído,definition_es-head,,"ahuecar el oído (con la mano), es decir, (por implicación) escuchar",0.512,41,0.0134,to listen,,,no dominant sense (top 0.51),
H239,a.zan,mechanical,pesar,definition_es-head,,"pesar, es decir (figuradamente) ponderar",1.000,1,0.0003,to ponder,pesar,definition_es-head,,
H240,a.zen,mechanical,arma,tbesh-head-es,,,1.000,1,0.0003,weapon,,tbesh-untranslated,,
H241,o.zen,mechanical,oído,tbesh-map,,"amplitud, es decir, (concreto) el oído / la oreja (por su forma en el hombre)",0.979,187,0.0613,ear,oído,tbesh-map,,
H242,uz.zen she.e.rah,proper-noun,Uzen-seera,defEs-name,,"Uzen-seera, un lugar en Palestina",0.500,2,0.0007,Uzzen-sheerah,Uzzen-sheerah,tbesh-en-placeholder,,Uzen-seera
H243,az.not ta.vor,proper-noun,Aznot-tabor,defEs-name,,"Aznot-tabor, un lugar en Palestina",0.500,2,0.0007,Aznoth-tabor,Aznoth-tabor,tbesh-en-placeholder,,Aznot-tabor
H244,oz.ni,proper-noun,Ozni,defEs-name,,"Ozni, un israelita; también un oznita (colectivamente), su descendiente",0.500,2,0.0007,Ozni,Ozni,tbesh-en-placeholder,,Ozni
H245,a.zan.yah,proper-noun,Azanías,hand-translit,proper-fallback,,1.000,1,0.0003,Azaniah,Azaniah,tbesh-en-placeholder,,Azanías
H246,a.ziq.qim,mechanical,esposas,definition_es-head,,esposas (grilletes),1.000,2,0.0007,chains,esposas,definition_es-head,,
H247,a.zar,judgment,ceñir,definition_es-head,,ceñir,0.500,16,0.0052,to gird,,,no dominant sense (top 0.50),
H248,ez.ro.a,mechanical,brazo,tbesh-map,,el brazo,1.000,2,0.0007,arm,brazo,tbesh-map,,
H249,ez.rach,judgment,crecimiento espontáneo,definition_es-head,,"un crecimiento espontáneo, es decir, nativo (árbol o personas), natural de la t…",0.824,17,0.0056,born,,,no dominant sense (top 0.82),
H250,ez.ra.chi,proper-noun,ezraíta,hand-translit,proper-fallback,,1.000,1,0.0003,Ezrahite,Ezrahite,tbesh-en-placeholder,,ezraíta
H251,ach,judgment,hermano,definition_es-head,,un hermano (usado en el sentido más amplio de relación literal y afinidad o sem…,0.736,629,0.2062,brother,,,no dominant sense (top 0.74),
H252,ach,mechanical,hermano,tbesh-map,,(arameo) un hermano (en el sentido más amplio de parentesco literal o afinidad…,1.000,1,0.0003,brother,hermano,tbesh-map,,
H253,ach,mechanical,oh,definition_es-head,,¡Oh! (expresa dolor o sorpresa),1.000,3,0.0010,ah!,oh,definition_es-head,,
H254,ach,mechanical,brasero,definition_es-head,,un brasero (fogón portátil),1.000,3,0.0010,hearth,brasero,definition_es-head,,
H255,o.ach,mechanical,aullador,definition_es-head,,"un aullador, animal salvaje solitario",1.000,1,0.0003,howling animal,aullador,definition_es-head,,
H256,ach.av,proper-noun,Acab,defEs-name,,"Acab, el nombre de un rey de Israel y de un profeta en Babilonia",1.000,93,0.0305,Ahab,Ahab,tbesh-en-placeholder,,Acab
H257,ach.van,proper-noun,Ahbán,defEs-name,,"Ahbán, un israelita",1.000,1,0.0003,Ahban,Ahban,tbesh-en-placeholder,,Ahbán
H258,a.chad,mechanical,vacilar,tbesh-head-es,,,1.000,1,0.0003,to go either way,,tbesh-untranslated,,
H259,e.chad,mechanical,uno,tbesh-map,,"un numeral de H258 (אָחַד); propiamente, unido, es decir, uno; o (como ordinal)…",0.991,970,0.3180,one,uno,tbesh-map,,
H260,a.chu,judgment,junco o cualquier hierba palustre,definition_es-head,,un junco o cualquier hierba palustre (particularmente la del Nilo),0.667,3,0.0010,meadow,,,no dominant sense (top 0.67),
H261,e.chud,proper-noun,Ehud,defEs-name,,"Ehud, nombre de tres israelitas",1.000,1,0.0003,Ehud,Ehud,tbesh-en-placeholder,,
H262,ach.vah,mechanical,expresión,definition_es-head,,una expresión (dicho),1.000,1,0.0003,declaration,expresión,definition_es-head,,
H263,a.cha.vah,mechanical,solución,definition_es-head,,(arameo) solución (de enigmas),1.000,1,0.0003,explanation,solución,definition_es-head,,
H264,a.cha.vah,mechanical,fraternidad,definition_es-head,,fraternidad,1.000,1,0.0003,brotherhood,fraternidad,definition_es-head,,
H265,a.cho.ach,proper-noun,Ahoa,defEs-name,,"Ahoa, un israelita",1.000,1,0.0003,Ahoah,Ahoah,tbesh-en-placeholder,,Ahoa
H266,a.cho.chi,proper-noun,ahohíta,defEs-gentilic,,un ahohíta o descendiente de Ahoa,0.800,5,0.0016,Ahohite,Ahohite,tbesh-en-placeholder,,ahohíta
H267,a.chu.may,proper-noun,Ahumai,defEs-name,,"Ahumai, un israelita",1.000,1,0.0003,Ahumai,Ahumai,tbesh-en-placeholder,,Ahumai
H268,a.chor,judgment,parte trasera,definition_es-head,,"la parte trasera; de ahí (adverbio) detrás, hacia atrás; también (mirando al no…",0.659,41,0.0134,back,,,no dominant sense (top 0.66),
H269,a.chot,mechanical,hermana,tbesh-map,,"una hermana (usado muy ampliamente (como hermano), literal y figuradamente)",0.930,114,0.0374,sister,hermana,tbesh-map,,
H270,a.chaz,judgment,asir,definition_es-head,,asir / agarrar (a menudo con la idea accesoria de retener en posesión),0.269,67,0.0220,to grasp,,,no dominant sense (top 0.27),
H271,a.chaz,proper-noun,Acaz,defEs-name,,"Acaz, el nombre de un rey judío y de un israelita",1.000,41,0.0134,Ahaz,Ahaz,tbesh-en-placeholder,,Acaz
H272,a.chuz.zah,mechanical,algo asido,definition_es-head,,"algo asido, es decir, una posesión (especialmente de tierra)",0.955,66,0.0216,possession,algo asido,definition_es-head,,
H273,ach.zay,proper-noun,Ahzai,defEs-name,,"Ahzai, un israelita",1.000,1,0.0003,Ahzai,Ahzai,tbesh-en-placeholder,,
H274,a.chaz.yah,proper-noun,Ocozías,defEs-name,,"Ocozías, el nombre de un rey judío y uno israelita",1.000,37,0.0121,Ahaziah,Ahaziah,tbesh-en-placeholder,,Ocozías
H275,a.chuz.zam,proper-noun,Ahuzam,defEs-name,,"Ahuzam, un israelita",1.000,1,0.0003,Ahuzzam,Ahuzzam,tbesh-en-placeholder,,Ahuzam
H276,a.chuz.zat,proper-noun,Ahuzat,defEs-name,,"Ahuzat, un filisteo",1.000,1,0.0003,Ahuzzath,Ahuzzath,tbesh-en-placeholder,,Ahuzat
H277,a.chi,proper-noun,Ahi,defEs-name,,"Ahi, nombre de dos israelitas",1.000,2,0.0007,Ahi,Ahi,tbesh-en-placeholder,,Ahí
H278,e.chi,proper-noun,Ehi,defEs-name,,"Ehi, un israelita",1.000,1,0.0003,Ehi,Ehi,tbesh-en-placeholder,,Ehi
H279,a.chi.am,proper-noun,Ahíam,defEs-name,,"Ahíam, un israelita",1.000,2,0.0007,Ahiam,Ahiam,tbesh-en-placeholder,,Ahíam
H280,a.chi.dah,mechanical,enigma,definition_es-head,,(arameo) un enigma,1.000,1,0.0003,riddle,enigma,definition_es-head,,
H281,a.chiy.yah,proper-noun,Ahías,defEs-name,,"Ahías, el nombre de nueve israelitas",0.958,24,0.0079,Ahijah,Ahijah,tbesh-en-placeholder,,Ahías
H282,a.chi.hud,proper-noun,Ahiud,defEs-name,,"Ahiud, un israelita",1.000,1,0.0003,Ahihud,Ahihud,tbesh-en-placeholder,,Ahiud
H283,ach.yo,proper-noun,Ahío,defEs-name,,"Ahío, nombre de tres israelitas",1.000,6,0.0020,Ahio,Ahio,tbesh-en-placeholder,,Ahío
H284,a.chi.chud,proper-noun,Ahiud,defEs-name,,"Ahiud, un israelita",1.000,1,0.0003,Ahihud,Ahihud,tbesh-en-placeholder,,Ahiud
H285,a.chi.tuv,proper-noun,Ahitob,defEs-name,,"Ahitob, el nombre de varios sacerdotes",1.000,15,0.0049,Ahitub,Ahitub,tbesh-en-placeholder,,Ahitob
H286,a.chi.lud,proper-noun,Ahilud,defEs-name,,"Ahilud, un israelita",1.000,5,0.0016,Ahilud,Ahilud,tbesh-en-placeholder,,Ahilud
H287,a.chi.mot,proper-noun,Ahimot,hand-translit,proper-fallback,,1.000,1,0.0003,Ahimoth,Ahimoth,tbesh-en-placeholder,,Ahimot
H288,a.chi.me.lekh,proper-noun,Ahimelec,defEs-name,,"Ahimelec, el nombre de un israelita y de un heteo",1.000,16,0.0052,Ahimelech,Ahimelech,tbesh-en-placeholder,,Ahimelec
H289,a.chi.man,proper-noun,Ahimán,defEs-name,,"Ahimán, nombre de un anaquita y de un israelita",1.000,4,0.0013,Ahiman,Ahiman,tbesh-en-placeholder,,Ahimán
H290,a.chi.ma.ats,proper-noun,Ahimaas,defEs-name,,"Ahimaas, el nombre de tres israelitas",1.000,15,0.0049,Ahimaaz,Ahimaaz,tbesh-en-placeholder,,Ahimaas
H291,ach.yan,proper-noun,Ahián,defEs-name,,"Ahián, un israelita",1.000,1,0.0003,Ahian,Ahian,tbesh-en-placeholder,,Ahián
H292,a.chi.na.dav,proper-noun,Ahinadab,defEs-name,,"Ahinadab, un israelita",1.000,1,0.0003,Ahinadab,Ahinadab,tbesh-en-placeholder,,Ahinadab
H293,a.chi.no.am,proper-noun,Ahinoam,defEs-name,,"Ahinoam, el nombre de dos israelitas (mujeres)",1.000,7,0.0023,Ahinoam,Ahinoam,tbesh-en-placeholder,,Ahinoam
H294,a.chi.sa.makh,proper-noun,Ahisamac,defEs-name,,"Ahisamac, un israelita",1.000,3,0.0010,Ahisamach,Ahisamach,tbesh-en-placeholder,,Ahisamac
H295,a.chi.e.zer,proper-noun,Ahiezer,defEs-name,,"Ahiezer, nombre de dos israelitas",1.000,6,0.0020,Ahiezer,Ahiezer,tbesh-en-placeholder,,Ahiezer
H296,a.chi.qam,proper-noun,Ahicam,defEs-name,,"Ahicam, un israelita",1.000,20,0.0066,Ahikam,Ahikam,tbesh-en-placeholder,,Ahicam
H297,a.chi.ram,proper-noun,Ahiram,defEs-name,,"Ahiram, un israelita",1.000,1,0.0003,Ahiram,Ahiram,tbesh-en-placeholder,,Ahiram
H298,a.chi.ra.mi,proper-noun,ahiramita,defEs-gentilic,,"un ahiramita, descendientes de Ahiram",1.000,1,0.0003,Ahiramite,Ahiramite,tbesh-en-placeholder,,ahiramitas
H299,a.chi.ra,proper-noun,Ahira,defEs-name,,"Ahira, un israelita",1.000,5,0.0016,Ahira,Ahira,tbesh-en-placeholder,,Ahira
H300,a.chi.sha.char,proper-noun,Ahisahar,defEs-name,,"Ahisahar, un israelita",1.000,1,0.0003,Ahishahar,Ahishahar,tbesh-en-placeholder,,Ahisahar
H301,a.chi.shar,proper-noun,Ahisar,defEs-name,,"Ahisar, un israelita",1.000,1,0.0003,Ahishar,Ahishar,tbesh-en-placeholder,,Ahisar
H302,a.chi.to.phel,proper-noun,Ahitofel,defEs-name,,"Ahitofel, un israelita",1.000,20,0.0066,Ahithophel,Ahithophel,tbesh-en-placeholder,,Ahitofel
H303,ach.lav,proper-noun,Ahlab,defEs-name,,"Ahlab, un lugar en Palestina",1.000,1,0.0003,Ahlab,Ahlab,tbesh-en-placeholder,,Ahlab
H304,ach.lay,proper-noun,Aclai,defEs-name,,"Aclai, nombre de una israelita y de un israelita",1.000,2,0.0007,Ahlai,Ahlai,tbesh-en-placeholder,,
H305,a.cha.lay,mechanical,ojalá,definition_es-head,,¡ojalá!,1.000,2,0.0007,O that!,ojalá,definition_es-head,,
H306,ach.la.mah,mechanical,gema,definition_es-head,,"una gema, probablemente la amatista",1.000,2,0.0007,amethyst,gema,definition_es-head,,
H307,ach.me.ta,proper-noun,Ahmeta,defEs-name,,"Ahmeta (es decir, Ecbatana), la capital de verano de Persia",1.000,1,0.0003,Ecbatana,Ecbatana,tbesh-en-placeholder,,
H308,a.chas.bay,proper-noun,Ahasbai,defEs-name,,"Ahasbai, un israelita",1.000,1,0.0003,Ahasbai,Ahasbai,tbesh-en-placeholder,,Ahasbai
H309,a.char,mechanical,demorarse,definition_es-head,,"demorarse (es decir, quedar atrás); por implicación, dilatar, tardar",1.000,17,0.0056,to delay,demorarse,definition_es-head,,
H310,a.char,mechanical,"después, detrás",tbesh-map,,"de H309 (אָחַר); propiamente, la parte de atrás; generalmente usado como adverb…",0.878,715,0.2344,after,"después, detrás",tbesh-map,,
H311,a.char,mechanical,"después, detrás",tbesh-map,,(arameo) después (luego),1.000,3,0.0010,after,"después, detrás",tbesh-map,,
H312,a.cher,judgment,otro,hand-fix,,"de H309 (אָחַר); propiamente, posterior; generalmente, siguiente, otro, etc.",0.596,166,0.0544,another,,,no dominant sense (top 0.60),
H313,a.cher,proper-noun,Aher,defEs-name,,"Aher, un israelita",1.000,1,0.0003,Aher,Aher,tbesh-en-placeholder,,Aher
H314,a.cha.ron,judgment,trasero,definition_es-head,,"trasero; generalmente, posterior o último; específicamente (mirando al este) oc…",0.353,51,0.0167,last,,,no dominant sense (top 0.35),
H315,ach.rach,proper-noun,Acraj,defEs-name,,"Acraj, un israelita",1.000,1,0.0003,Aharah,Aharah,tbesh-en-placeholder,,
H316,a.char.chel,proper-noun,Aharhel,defEs-name,,"Aharhel, un israelita",1.000,1,0.0003,Aharhel,Aharhel,tbesh-en-placeholder,,Aharhel
H317,o.cho.ri,mechanical,otro,definition_es-head,,(arameo) otro,1.000,6,0.0020,another,otro,definition_es-head,,
H318,o.cho.ren,mechanical,finalmente,tbesh-head-es,,,1.000,1,0.0003,finally,,tbesh-untranslated,,
